Time	Iteration	AverageReturn	FinalReward	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar	NumParams	ValAverageReturn	ValFinalReward
21.463313102722168	0	-169.14047445561962	-9.14351554524634	62.56050536549264	-37.69409820137182	-336.39968055353376	20.0	0.0	10017	10017	28005	-175.88784630243833	-9.526637996055557
41.14923667907715	1	-169.1842821229373	-9.092322032606745	66.85974525836039	-31.94454553849998	-346.70933991742555	20.0	0.0	10017	20034	28005	-162.39929374304657	-8.811088639458026
59.94320034980774	2	-166.19484947080295	-8.857772254547436	66.3425559831836	-31.259654251324466	-338.4999384348507	20.0	0.0	10017	30051	28005	-165.87542771460716	-8.99181352114323
78.69802522659302	3	-162.91428928987122	-8.604864788963159	66.4105719226058	-34.66924399279757	-409.94952077827884	20.0	0.0	10017	40068	28005	-161.65142248154027	-8.699062401361171
97.35808634757996	4	-167.37712985097775	-8.746814154314263	63.91300736409205	-31.15736601442586	-368.2535647847816	20.0	0.0	10017	50085	28005	-157.36652999678105	-8.200461409447042
116.15200138092041	5	-160.3679974969653	-8.315490639657314	63.50123429297154	-31.251564223312332	-348.26310274203564	20.0	0.0	10017	60102	28005	-166.65152422552794	-8.87017882608846
134.867253780365	6	-162.45570843050982	-8.382874594502317	64.8657463321168	-22.1258865699038	-352.1626545185977	20.0	0.0	10017	70119	28005	-157.88703621715587	-8.165415372950957
153.48870635032654	7	-158.8430052848501	-8.103329167464937	63.91791206328274	-26.663365435546154	-341.4029375087669	20.0	0.0	10017	80136	28005	-160.9712665614449	-8.2233838138699
172.31574773788452	8	-158.2703909298685	-7.8475601827655135	66.60396220922523	-22.451335904590792	-368.0185228813568	20.0	0.0	10017	90153	28005	-159.3011600687092	-8.006867396697373
191.00613951683044	9	-155.06771469382502	-7.764063398236735	63.92997486063082	-26.27931049434984	-371.2000087158357	20.0	0.0	10017	100170	28005	-158.01340221310275	-7.757559217989919
209.78469800949097	10	-157.34353072310617	-7.75479244405266	62.806984448697705	-33.37023426342044	-346.08446279750837	20.0	0.0	10017	110187	28005	-154.11630676505038	-7.590334384539148
228.3909969329834	11	-152.35742329368213	-7.655374973997178	65.45005925381804	-31.00240623980003	-353.0500572911535	20.0	0.0	10017	120204	28005	-154.13610792042306	-7.657996899541657
247.07692503929138	12	-153.64987534376343	-7.638644784440545	64.87711007875147	-22.043242862765243	-345.006505247736	20.0	0.0	10017	130221	28005	-150.58726028868438	-7.300279753982209
265.7988636493683	13	-149.29284198161113	-7.297624611739937	63.30420951537822	-22.165275272423024	-332.66541736657507	20.0	0.0	10017	140238	28005	-151.1457382452529	-7.188307312719805
284.4986217021942	14	-148.5152835585309	-6.9133647010452055	64.02479915640231	-23.772253013512973	-337.31989070515215	20.0	0.0	10017	150255	28005	-145.60702487103046	-6.924388662486799
303.1842019557953	15	-150.68943973586377	-6.9012588572821585	60.312587981162395	-24.306210142702756	-314.0029643438948	20.0	0.0	10017	160272	28005	-147.03094708620023	-6.864350648034474
321.87272024154663	16	-149.06982690614976	-6.748318595133345	65.25829160193787	-21.66202500265775	-367.35732316590395	20.0	0.0	10017	170289	28005	-144.80041038824953	-6.787614689066064
340.57224893569946	17	-147.3192554551385	-6.738726193632327	67.08245432220546	-22.474733418147686	-353.1174957050897	20.0	0.0	10017	180306	28005	-146.55722823024647	-6.934319435263299
359.6605694293976	18	-143.68279672603327	-6.340542994130821	63.11840929573315	-19.1088993510497	-394.3317034111591	20.0	0.0	10017	190323	28005	-138.471849600167	-6.232856120048772
378.35720705986023	19	-140.6069568104702	-6.2156854905068935	64.3614269253064	-23.122478392497168	-435.96546343631815	20.0	0.0	10017	200340	28005	-141.46629703378795	-6.41639735126841
397.09640979766846	20	-142.4219440543777	-6.177955209468465	62.17174323244339	-25.565471116035887	-342.01860497048506	20.0	0.0	10017	210357	28005	-135.74386732429085	-6.003334543233166
415.7229108810425	21	-133.94892407982425	-5.796512268430802	64.03890095275464	-19.27554372914171	-391.9965487737269	20.0	0.0	10017	220374	28005	-138.2648974636162	-6.012358492689232
434.4974858760834	22	-136.0016884745268	-5.803506724538594	69.9817726825968	-14.591652981337832	-459.3093328890025	20.0	0.0	10017	230391	28005	-135.83014647570255	-5.701453640507279
453.3065490722656	23	-127.36157811899692	-5.370120119372985	60.73503714489174	-15.962556304582757	-311.88481429290744	20.0	0.0	10017	240408	28005	-132.93358771675253	-5.424014581728784
472.2345013618469	24	-135.1983802514287	-5.642012455882616	63.12966435502918	-25.984424525608713	-346.17952520163226	20.0	0.0	10017	250425	28005	-129.74613213958028	-5.173046247387238
491.002564907074	25	-126.19415861814844	-5.236855646031249	62.28555177394912	-20.016787222892866	-407.9116914759284	20.0	0.0	10017	260442	28005	-134.19576487396162	-5.716027062797576
509.70396852493286	26	-129.76303174745024	-5.282598476780499	64.59496081540155	-22.217514349182345	-378.7949041123056	20.0	0.0	10017	270459	28005	-134.13734881741897	-5.592647326039753
528.378515958786	27	-122.14998281988666	-4.896168036675756	63.67691828991726	-14.853350359216362	-340.99651754759003	20.0	0.0	10017	280476	28005	-128.47577238057778	-5.323382432260213
547.8648571968079	28	-128.6738715685853	-5.371034401212711	65.37887512274911	-22.4901138246776	-403.10521261652116	20.0	0.0	10017	290493	28005	-124.85372490656783	-5.001895944429704
566.5898613929749	29	-123.00993352207439	-4.996148226656536	62.70492385819562	-15.407376310837423	-431.9607841714751	20.0	0.0	10017	300510	28005	-128.69325931312756	-5.201551843121832
585.3278224468231	30	-126.68396477656053	-5.140245078564304	66.03114763574689	-16.6970208780062	-476.8931219922307	20.0	0.0	10017	310527	28005	-123.936871654665	-4.770599059227319
604.7853827476501	31	-122.02894380659667	-5.0339445389149144	65.02165213017302	-16.945293049599726	-485.0687477465243	20.0	0.0	10017	320544	28005	-128.9748967249332	-5.3175723546527855
623.4273900985718	32	-124.66741007662937	-5.134938798559735	66.39369969295163	-19.181496808617464	-429.5877549546978	20.0	0.0	10017	330561	28005	-122.61677122775785	-4.611107120083808
642.0428805351257	33	-120.25485102802405	-4.657520574140953	57.97342825305367	-15.943201942508416	-381.1469790066819	20.0	0.0	10017	340578	28005	-124.30429374625773	-4.972451592933228
660.8487370014191	34	-124.23860178568214	-4.747421646984012	66.98864198628603	-18.85017480012981	-504.959926203759	20.0	0.0	10017	350595	28005	-120.04082874250624	-4.517743325267326
679.6734409332275	35	-119.70108141428916	-4.273584038432463	60.56809076943158	-19.60404716610002	-523.8454697947126	20.0	0.0	10017	360612	28005	-118.69145780943693	-4.4867709889204646
698.3285167217255	36	-117.31414442326333	-4.53931109169045	57.80118290088593	-14.95236146466592	-394.2512279202404	20.0	0.0	10017	370629	28005	-121.35711528052084	-4.600849662192714
716.9727039337158	37	-117.67631378330547	-4.639557704268982	67.20697127628881	-16.594855869606487	-428.381587533509	19.9832285115304	0.36591067889763396	10017	380646	28005	-116.18102972059228	-4.445164654936626
735.6721532344818	38	-124.33240267236127	-4.614953942862183	65.80417270437891	-19.260869044316287	-421.56561202986046	20.0	0.0	10017	390663	28005	-114.09923773474488	-4.235895358211678
754.4726719856262	39	-118.37882955199764	-4.577228689567492	65.70293620984843	-18.682613027876048	-451.73027404152947	20.0	0.0	10017	400680	28005	-114.80054518498883	-4.199079563764466
773.1179347038269	40	-115.65628981571243	-4.421328796977643	63.35427249935386	-15.390866938161887	-438.6469809008616	20.0	0.0	10017	410697	28005	-114.25271494470287	-4.160358104467564
791.7648561000824	41	-118.37573575737065	-4.510832264918764	65.78278041948549	-16.520530931608437	-381.1486958731371	20.0	0.0	10017	420714	28005	-113.50492469403841	-4.193980791568959
810.4224557876587	42	-117.11363397593604	-4.483273137337458	68.10102412183832	-15.523875760533045	-410.558653537958	20.0	0.0	10017	430731	28005	-121.83250363836163	-4.566836094823505
829.1892082691193	43	-112.5126672916444	-4.228505814668588	61.00368917259678	-14.866064880809947	-406.8945956361595	20.0	0.0	10017	440748	28005	-111.97141386312215	-4.042992776765814
847.8472235202789	44	-121.25936971929436	-4.535576788213405	79.40638824634972	-16.582299586303098	-733.5775523162832	20.0	0.0	10017	450765	28005	-115.52180492066759	-4.225064664847881
866.5460469722748	45	-116.48234685757653	-4.320476660000545	68.11484007391262	-14.526636047435785	-454.4999408066592	20.0	0.0	10017	460782	28005	-112.06158814827336	-4.086532507607849
