TotalTime	Timestep	MeanEpisodeReward	MaxMeanReturn
137.7349934577942	60000	-20.21875	-inf
189.28296327590942	70000	-20.2027027027027	-inf
239.5674912929535	80000	-20.211764705882352	-inf
289.89812326431274	90000	-20.229166666666668	-inf
340.4028208255768	100000	-20.27	-20.25
390.9470031261444	110000	-20.29	-20.25
443.5396842956543	120000	-20.3	-20.25
495.3761496543884	130000	-20.29	-20.25
546.6563625335693	140000	-20.31	-20.25
598.0116872787476	150000	-20.33	-20.25
649.597295999527	160000	-20.33	-20.25
701.2641022205353	170000	-20.35	-20.25
752.9522979259491	180000	-20.33	-20.25
804.8452291488647	190000	-20.31	-20.25
856.7959036827087	200000	-20.29	-20.25
910.8318934440613	210000	-20.32	-20.25
963.4563176631927	220000	-20.32	-20.25
1016.2509899139404	230000	-20.33	-20.25
1068.8212323188782	240000	-20.32	-20.25
1121.3052263259888	250000	-20.32	-20.25
1173.9974851608276	260000	-20.33	-20.25
1226.9124195575714	270000	-20.41	-20.25
1279.889722585678	280000	-20.38	-20.25
1333.0327324867249	290000	-20.3	-20.25
1386.2077949047089	300000	-20.23	-20.22
1439.4444224834442	310000	-20.27	-20.22
1494.3316156864166	320000	-20.31	-20.22
1547.9539506435394	330000	-20.24	-20.22
1601.5011570453644	340000	-20.24	-20.22
1655.1823358535767	350000	-20.22	-20.2
1708.5791800022125	360000	-20.14	-20.14
1761.9948761463165	370000	-20.03	-20.03
1815.5227539539337	380000	-20.03	-20.02
1869.0848309993744	390000	-20.11	-20.02
1922.8937587738037	400000	-20.04	-20.02
1976.7553465366364	410000	-19.99	-19.99
2030.7753903865814	420000	-19.89	-19.89
2084.969186067581	430000	-19.93	-19.89
2139.1997408866882	440000	-19.93	-19.89
2193.5670833587646	450000	-19.93	-19.89
2247.9649884700775	460000	-19.94	-19.89
2302.489421606064	470000	-19.91	-19.89
2357.141827583313	480000	-19.96	-19.89
2412.546089410782	490000	-19.93	-19.89
2468.3603053092957	500000	-19.96	-19.89
2523.2310638427734	510000	-19.93	-19.89
2578.366030931473	520000	-19.9	-19.86
