,Itr,ReturnAvg,ReturnStd,ReturnMin,ReturnMax,TrainingLossStart,TrainingLossFinal
0,-1,-150.8331343463016,45.43123664140685,-239.9988677949004,-78.76859178177378,,
1,0,-52.94519229226645,31.50064098297447,-111.05262255732444,-2.761121470569858,1.0160026550292969,0.026036877185106277
2,1,24.265577086360295,34.31174506197995,-26.55841390167353,78.66693390106391,0.02899467945098877,0.01598474010825157
3,2,38.996411539280686,30.44795440972315,-11.36085941401248,96.00732122746075,0.016961688175797462,0.010192133486270905
4,3,47.91174077572286,25.257994069148157,6.049497083913527,94.54696005277046,0.012692207470536232,0.010851867496967316
5,4,57.34683613741883,41.116047967702755,18.009405201107178,142.31425558587415,0.012066636234521866,0.008447939530014992
6,5,60.939339856263246,43.510767899667115,4.567264770339864,142.0532015125207,0.0075543844141066074,0.008481170982122421
7,6,85.64577556964693,27.71744913036413,32.73739604223847,133.81075052537616,0.0063257766887545586,0.007102121599018574
8,7,98.86583022946725,52.23846516599851,0.3967551882588083,172.5202763561604,0.007132024969905615,0.007818935438990593
9,8,115.4102475224523,18.59493379956843,70.92717019937429,148.84746814531547,0.007114267908036709,0.005850345361977816
10,9,85.48476461456866,32.0520722428137,34.47679108138148,136.78403576097253,0.006768869701772928,0.004198287148028612
11,10,103.40233151899763,27.669053141952677,62.26045063904957,146.79714906984717,0.0059103756211698055,0.005143690854310989
