Time	Iteration	AverageReturn	FinalReward	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar	NumParams	ValAverageReturn	ValFinalReward
7.644039630889893	0	-172.44692306165936	-9.538916767779137	62.3210562527926	-34.759879919696246	-380.9915826681818	20.0	0.0	10017	10017	28773	-173.41302973678026	-9.65478298481647
13.8821702003479	1	-167.39284683880823	-8.991180668527589	67.23203693787292	-29.726270120795423	-404.5240346041845	20.0	0.0	10017	20034	28773	-162.08135270116745	-8.94310418218958
19.549412488937378	2	-166.50980294221128	-8.9430378147056	64.55268275720522	-27.994822874774083	-341.40042681440787	20.0	0.0	10017	30051	28773	-164.5640939286924	-8.806664262700401
25.241610288619995	3	-172.40482291088082	-9.303578207480854	64.13171584679952	-23.452774138699166	-370.76738547144544	20.0	0.0	10017	40068	28773	-170.71962473244415	-9.326592691123933
30.95316982269287	4	-168.72773698523426	-9.118838211456	67.09206607559307	-30.49035381271815	-416.21999219505676	20.0	0.0	10017	50085	28773	-166.49645166738463	-8.81014907089776
36.681227684020996	5	-163.9602898079829	-8.701350603952465	66.53449447478894	-32.71315901626966	-364.04230765844903	20.0	0.0	10017	60102	28773	-168.4236773042122	-8.78986294344347
42.39568376541138	6	-161.71017839762868	-8.314338247914613	66.49920945386093	-31.46034362175127	-337.82088879542573	20.0	0.0	10017	70119	28773	-166.65464001872036	-8.642219702923553
48.111993074417114	7	-161.9345714933326	-8.505798455425003	69.23286146212361	-29.631758912332444	-355.2719909827981	20.0	0.0	10017	80136	28773	-163.33556231948853	-8.539291091692386
53.79659080505371	8	-166.33415933608066	-8.611356240054716	71.8869945548717	-20.69955951845449	-366.9442649929474	20.0	0.0	10017	90153	28773	-162.6126985401898	-8.336124530078072
59.48867225646973	9	-160.59394295288232	-8.062385905621678	71.7940590520806	-30.85446992943049	-382.175016999459	20.0	0.0	10017	100170	28773	-160.31752796783908	-8.235243922344738
65.17022180557251	10	-167.52309177376196	-8.497358997047717	67.98658580389237	-26.414742980309946	-387.5154644516993	20.0	0.0	10017	110187	28773	-162.10900293456092	-8.255737361498062
70.88984370231628	11	-160.04986920961773	-8.177025006366978	70.36816048282067	-23.251872861572075	-461.8324307905183	20.0	0.0	10017	120204	28773	-152.89544416696512	-7.597297352193725
76.61116456985474	12	-162.84747811867027	-8.234822385276717	68.57717990857806	-19.990035108136254	-401.2190290650716	20.0	0.0	10017	130221	28773	-161.55655956813598	-7.943607896997468
82.38404035568237	13	-154.03102908315523	-7.716217040712664	65.69890417817898	-26.04354078990132	-382.6479766735342	20.0	0.0	10017	140238	28773	-151.41955864748596	-7.4611802077042695
88.20509648323059	14	-150.60173456652703	-7.277843416380174	64.78645731372448	-20.80235609737124	-329.81493878536764	20.0	0.0	10017	150255	28773	-156.74258405487674	-7.866928195385339
93.8886034488678	15	-163.18891842751515	-8.305316728649634	69.26949271181684	-17.37477303110941	-396.01568995278745	20.0	0.0	10017	160272	28773	-156.59463541802708	-7.947429556650277
99.58515167236328	16	-154.30081392151575	-7.601671027507784	64.52562721657756	-22.99305708539488	-375.0395783620481	20.0	0.0	10017	170289	28773	-154.12668774391562	-7.644648112618576
105.28577613830566	17	-155.91487161734074	-7.851979752618704	68.64201628416602	-14.729047667092363	-397.6850722127033	20.0	0.0	10017	180306	28773	-157.98594420439198	-7.785128357107927
110.95750093460083	18	-156.41164798795683	-7.710636097465336	70.0800272723672	-13.308861171909085	-362.459825720189	20.0	0.0	10017	190323	28773	-155.5212057208598	-7.607538320023854
116.59639811515808	19	-154.83600925122636	-7.527150411338155	70.09435205284349	-23.224760511720092	-388.3398186273547	20.0	0.0	10017	200340	28773	-155.97809021492316	-7.73219802180122
122.24690413475037	20	-163.8609186094316	-8.124163392694978	73.15070347870407	-14.765288349481533	-482.83021488939687	20.0	0.0	10017	210357	28773	-157.84280501446997	-7.800581607277109
127.94213438034058	21	-157.02804686407543	-7.708075407093228	71.70598065695765	-16.22148776873243	-456.8644875617492	20.0	0.0	10017	220374	28773	-147.76683703792807	-7.175359455108979
133.64727234840393	22	-157.5923552491695	-7.68628916464301	75.12795922456544	-17.281745971818776	-458.9964490328484	20.0	0.0	10017	230391	28773	-150.72156146748242	-7.271930882415004
139.3542833328247	23	-152.42024372763444	-7.481889377383597	74.73139176094496	-15.141924635389891	-454.44929972708485	20.0	0.0	10017	240408	28773	-158.73667548892578	-7.7519217653984835
145.06303906440735	24	-158.44911540264894	-7.584646944104764	73.91829928147963	-23.138415041703535	-392.6049133588203	20.0	0.0	10017	250425	28773	-156.7333626805235	-7.602917442102318
150.76915550231934	25	-153.37371288547257	-7.434382023753563	70.60828115816498	-19.120310079604764	-450.67018032029785	20.0	0.0	10017	260442	28773	-155.9331953805502	-7.424656168826092
156.47848534584045	26	-152.63959813966	-7.301428300534111	74.84551005273208	-17.179726073296802	-415.16205139541034	20.0	0.0	10017	270459	28773	-159.0146720541548	-7.7036001052187775
162.18542194366455	27	-160.15370426870854	-7.575943764908629	74.39109647136348	-11.608214257109076	-457.8939881459126	20.0	0.0	10017	280476	28773	-153.24040713103147	-7.298152508836797
167.9080491065979	28	-157.82547859794752	-7.501653680037287	78.09570266246698	-20.74061972899756	-426.0726538941137	20.0	0.0	10017	290493	28773	-149.38853800084473	-7.198863548350195
173.65411019325256	29	-153.33323963521997	-7.205812111713362	75.34519664673228	-23.37645034282405	-406.6258339593936	20.0	0.0	10017	300510	28773	-153.70130815170583	-7.277139123040765
179.3576123714447	30	-158.08539922448747	-7.582292668103779	82.98301955659204	-15.834671512444393	-488.70535252941596	20.0	0.0	10017	310527	28773	-157.0656524727512	-7.306949280872904
185.05376553535461	31	-162.33646817600456	-7.563760440231905	83.71464552800501	-18.431191736072883	-660.1268532862196	20.0	0.0	10017	320544	28773	-159.34574842484298	-7.462815894009052
190.72603964805603	32	-158.46488835309665	-7.264033338199648	75.44956217551236	-14.946346447034125	-451.14892236976266	20.0	0.0	10017	330561	28773	-154.5250463433891	-7.20563374857578
196.39746642112732	33	-150.35359487355717	-6.949305609733421	81.3756238222668	-16.71168253540525	-528.4821389192654	20.0	0.0	10017	340578	28773	-155.59346960169282	-7.274327371538745
202.1049246788025	34	-153.2665872892258	-7.149304701501702	79.35003700925265	-12.891946172686318	-729.2620261418078	20.0	0.0	10017	350595	28773	-162.06314111518492	-7.48646474814089
207.81182861328125	35	-153.5436065079353	-7.131214355499412	72.71109758428979	-12.674574689630187	-492.6210843791955	20.0	0.0	10017	360612	28773	-150.45196780274404	-6.977002957065282
213.53617095947266	36	-149.78127308769155	-6.954027440062862	75.80524246563913	-13.499934685895397	-437.2178823435459	20.0	0.0	10017	370629	28773	-155.0660428747633	-7.162611649752475
219.24247407913208	37	-154.92127824042058	-7.115761467704178	83.59878336067547	-19.60541694649249	-608.970847464817	20.0	0.0	10017	380646	28773	-155.3778285569691	-7.300073573627802
224.9456467628479	38	-152.49164441874817	-6.972947160997146	79.80942320193387	-19.175510771215993	-483.49573470810776	20.0	0.0	10017	390663	28773	-154.05289884338487	-7.07701111157518
