,Itr,ReturnAvg,ReturnStd,ReturnMin,ReturnMax,TrainingLossStart,TrainingLossFinal
0,-1,-157.55698986376484,28.820419349314523,-200.32371737615574,-118.7616859471112,,
1,0,41.5171851627979,30.133401053158558,7.952555776182807,106.92699259220188,1.0697672367095947,0.028041761368513107
2,1,94.689292366841,37.59996238873261,0.3320815015156331,129.8084924553672,0.046500906348228455,0.020724518224596977
3,2,128.69030349725412,26.796644767586265,90.24078055314696,168.8314776161057,0.02963542565703392,0.01494180504232645
4,3,137.23896344802887,20.821335310735094,111.56149118187906,173.2129390004228,0.01631791517138481,0.014807750470936298
5,4,216.20621902461102,39.071983889338696,161.7600258442456,282.5804241402425,0.013401943258941174,0.010295149870216846
6,5,234.07169290315937,43.33744372179633,159.10484474920332,303.5341498749529,0.009708504192531109,0.010063536465168
7,6,251.54160068152723,41.865143420016416,189.75718685785182,333.99173909605383,0.00838452111929655,0.005934165790677071
8,7,268.7978524436147,37.334223854165764,203.08304507925578,340.1215638922018,0.007364219520241022,0.006208064965903759
9,8,298.99667528866814,43.531534295308894,228.36190728203394,358.4313642579468,0.008098135702311993,0.006420271936804056
10,9,323.54336350962444,41.8168064906743,248.67960966769738,370.02355219013674,0.006130864378064871,0.006077449303120375
11,10,273.3533720570002,26.5296924226717,238.096730274661,314.9201801387635,0.006900403648614883,0.007496854290366173
