TotalTime	Timestep	MeanEpisodeReward	MaxMeanReturn
138.86182713508606	60000	-20.26153846153846	-inf
188.9765350818634	70000	-20.30263157894737	-inf
238.96895241737366	80000	-20.290697674418606	-inf
289.0160012245178	90000	-20.208333333333332	-inf
339.31294560432434	100000	-20.22	-20.22
389.65228247642517	110000	-20.23	-20.2
442.2575674057007	120000	-20.26	-20.2
492.9374701976776	130000	-20.19	-20.19
543.5658423900604	140000	-20.12	-20.12
594.364711523056	150000	-20.1	-20.1
645.3359987735748	160000	-20.12	-20.1
696.3103375434875	170000	-20.14	-20.1
747.4756751060486	180000	-20.22	-20.1
798.742583990097	190000	-20.23	-20.1
851.0369853973389	200000	-20.19	-20.1
903.9339702129364	210000	-20.24	-20.1
956.3040697574615	220000	-20.27	-20.1
1008.7224569320679	230000	-20.34	-20.1
1061.178700685501	240000	-20.31	-20.1
1113.7463455200195	250000	-20.37	-20.1
1166.42209982872	260000	-20.39	-20.1
1219.1315858364105	270000	-20.38	-20.1
1271.4473237991333	280000	-20.32	-20.1
1323.9786489009857	290000	-20.36	-20.1
1376.539386510849	300000	-20.32	-20.1
1429.1484122276306	310000	-20.28	-20.1
1483.9226608276367	320000	-20.24	-20.1
1537.5337324142456	330000	-20.22	-20.1
1591.1809124946594	340000	-20.21	-20.1
1644.428062915802	350000	-20.1	-20.1
1697.4901254177094	360000	-19.98	-19.98
1750.712886095047	370000	-19.95	-19.94
1804.1109759807587	380000	-20.0	-19.94
1857.5718290805817	390000	-20.0	-19.94
1911.168778181076	400000	-20.04	-19.94
1964.8188087940216	410000	-20.03	-19.94
2018.6021738052368	420000	-19.99	-19.94
2072.5158936977386	430000	-19.93	-19.93
2126.4290425777435	440000	-19.86	-19.86
2180.4949402809143	450000	-19.91	-19.86
2234.661333799362	460000	-19.91	-19.86
2289.0101108551025	470000	-19.89	-19.86
2343.4548768997192	480000	-19.78	-19.78
2398.0053350925446	490000	-19.71	-19.71
2454.749789953232	500000	-19.51	-19.51
2509.5485043525696	510000	-19.43	-19.43
2564.3849124908447	520000	-19.31	-19.31
2619.4898960590363	530000	-19.27	-19.27
2674.575813293457	540000	-19.07	-19.07
2729.731331348419	550000	-18.96	-18.96
2785.0443065166473	560000	-18.88	-18.88
2840.4205935001373	570000	-18.81	-18.8
2895.865437746048	580000	-18.71	-18.71
2951.325669527054	590000	-18.51	-18.51
3006.956681251526	600000	-18.46	-18.46
3062.9704484939575	610000	-18.32	-18.3
3118.7740235328674	620000	-18.1	-18.09
3174.887681245804	630000	-18.1	-18.09
3231.0819194316864	640000	-17.99	-17.99
3287.3270914554596	650000	-17.9	-17.87
3343.6611602306366	660000	-17.69	-17.69
3399.9688427448273	670000	-17.52	-17.52
3456.4174795150757	680000	-17.35	-17.35
3513.1120018959045	690000	-17.33	-17.33
3569.880795240402	700000	-17.18	-17.18
3626.7552778720856	710000	-17.04	-17.04
3683.644038438797	720000	-17.0	-16.93
3740.7361946105957	730000	-16.83	-16.83
3797.978304862976	740000	-16.7	-16.7
3855.3032171726227	750000	-16.58	-16.58
3912.6367688179016	760000	-16.43	-16.43
3970.1047763824463	770000	-16.29	-16.29
4027.7481932640076	780000	-16.18	-16.18
4085.3012552261353	790000	-16.1	-16.1
4143.354676246643	800000	-16.07	-16.05
4201.463792085648	810000	-16.08	-16.05
4259.583682060242	820000	-15.91	-15.91
4317.579183340073	830000	-15.86	-15.86
4375.79363489151	840000	-15.69	-15.69
4434.182751893997	850000	-15.53	-15.53
4496.604487895966	860000	-15.5	-15.47
4555.245980024338	870000	-15.58	-15.47
4613.810387849808	880000	-15.62	-15.47
4672.682932138443	890000	-15.55	-15.47
4731.550325393677	900000	-15.43	-15.43
4790.61638879776	910000	-15.46	-15.41
4849.786229610443	920000	-15.4	-15.4
4908.923577308655	930000	-15.17	-15.17
4968.313754320145	940000	-15.06	-15.06
5027.732977151871	950000	-15.1	-15.06
5087.238293170929	960000	-15.08	-15.06
5146.798458337784	970000	-14.89	-14.89
5206.560636043549	980000	-14.92	-14.87
5266.504940748215	990000	-14.93	-14.87
5326.378185510635	1000000	-14.75	-14.75
5386.357545137405	1010000	-14.64	-14.64
5446.421236991882	1020000	-14.49	-14.49
5506.331579446793	1030000	-14.28	-14.28
5566.218012332916	1040000	-14.11	-14.11
5626.209867477417	1050000	-13.95	-13.95
5686.356053829193	1060000	-13.93	-13.93
5746.128825426102	1070000	-13.82	-13.82
5806.101249933243	1080000	-13.76	-13.72
5866.15692281723	1090000	-13.77	-13.68
5926.057958126068	1100000	-13.7	-13.68
5986.200141429901	1110000	-13.53	-13.53
6046.2269740104675	1120000	-13.25	-13.25
6106.163498878479	1130000	-13.06	-13.01
6166.132927894592	1140000	-12.97	-12.97
6226.006901264191	1150000	-12.86	-12.84
6285.991667985916	1160000	-12.81	-12.81
6345.92273235321	1170000	-12.91	-12.78
6405.994837284088	1180000	-12.74	-12.74
6466.145288705826	1190000	-12.51	-12.51
6526.34751200676	1200000	-12.26	-12.26
6586.312134981155	1210000	-12.28	-12.22
6646.425261497498	1220000	-12.26	-12.22
6706.557387113571	1230000	-12.21	-12.21
6766.509380578995	1240000	-12.12	-12.09
6826.54566860199	1250000	-12.05	-12.05
6886.546211242676	1260000	-11.94	-11.93
6946.438606262207	1270000	-11.97	-11.87
7006.65895819664	1280000	-12.02	-11.87
7066.760745048523	1290000	-11.95	-11.87
7126.668146371841	1300000	-11.64	-11.64
7186.581384181976	1310000	-11.72	-11.6
7246.532936573029	1320000	-11.62	-11.6
