,ReturnAvg,ReturnStd,ReturnMin,ReturnMax,TrainingLossStart,TrainingLossFinal
0,-162.79110194379967,28.00905906248921,-203.6682973515712,-121.15550048260197,,
1,-11.470112817367111,19.30787904576855,-47.48918598671228,21.764103111602132,1.0161077976226807,0.026668159291148186
