,Itr,ReturnAvg,ReturnStd,ReturnMin,ReturnMax,TrainingLossStart,TrainingLossFinal
0,-1,-155.4557842047048,30.16745704278443,-222.6475462449004,-126.99810636865007,,
1,0,-28.30290476923467,17.651162434175482,-65.56826371624517,-4.512290657221415,1.0503194332122803,0.025328529998660088
2,1,108.59605180589888,25.840981923202616,80.91680496076354,168.4998611645815,0.0342206209897995,0.01831016317009926
3,2,190.13829500895406,26.926659774715493,142.90380499382644,233.13702038524144,0.03307313472032547,0.015424261800944805
4,3,184.770523512657,26.686127428252846,144.2247837769545,217.06648814252895,0.016620533540844917,0.0071715726517140865
5,4,267.8430482930165,45.67309785811522,201.11145788372033,335.81040645085534,0.01655145175755024,0.011209788732230663
6,5,258.3025555147306,30.234215589664803,199.1147208097025,296.3447925420702,0.012736529111862183,0.008316504769027233
7,6,321.3002964448227,40.590233489732725,266.6140766161394,395.66683708842186,0.009900303557515144,0.008826118893921375
8,7,316.7542601896213,59.41621544996891,249.48592820733546,442.98398297694627,0.009226175956428051,0.007112548686563969
9,8,307.49640343604113,29.34547299878102,256.4905111721174,347.97880143923527,0.007862754166126251,0.006776515394449234
10,9,331.65126401243134,49.300394589933624,287.0183081104056,452.69071516777603,0.006299704313278198,0.006956552155315876
11,10,295.9905102028446,43.94360391434377,236.59484289034168,392.4901446479597,0.007874133065342903,0.005214582663029432
